contract_id,churn_sn,duracao,ciclo,qtd_atendimentos,tme_recepcao_medio,tme_preconsulta_medio,tme_consulta_medio,tme_total_medio,tma_recepcao_medio,tma_preconsulta_medio,tma_consulta_medio,tma_posconsulta_medio,tm_total_medio,espera_senha_ate_consulta_medio,qtd_com_tme_rec,qtd_com_tme_pre,qtd_com_tme_con,qtd_com_stamps
f6626280-13fa-11f0-bdee-219678a4bfae-1,N,12,1o,3,151,113,1245,1434,76,28,443,,1962,1519,3,1,3,3
f6639f50-c6bc-11ef-9116-119a80818cbc-1,S,12,1o,7,322,,397,489,162,,769,,1304,535,2,0,7,7
f6642420-9eb2-11ef-a1dc-f51601865083-1,S,12,1o,3,383,485,1738,2282,277,77,596,300,3181,2585,3,1,3,3
f664be10-a02b-11ef-b3a0-591ba691b9f6-2,N,6,2o+,4,686,,2301,2987,107,,234,223,3328,3094,4,0,4,4
f665b520-87e3-11ed-b578-418f4ad9268b-5,S,6,2o+,2,,,7,7,,,431,,437,7,0,0,2,2
f665e750-8e40-11f0-be65-c9d9d6a14130-1,N,6,1o,1,212,547,3934,4693,46,22,675,,5436,4761,1,1,1,1
f6662a00-ff28-11ef-bce7-4965558b3671-1,S,12,1o,1,,,,0,,,,,,,0,0,0,1
f6668fb0-90bd-11ef-b086-b162da07c373-1,N,12,1o,6,445,1100,1072,1626,467,333,703,2256,2851,2148,5,1,6,6
f66865c0-f5d9-11ef-ad85-e78084662666-1,S,6,1o,4,289,,3515,3731,322,,691,297,4664,3973,3,0,4,4
f668b0a0-7c87-11ef-a1a9-d136ccee4cdb-1,S,12,1o,3,166,150,754,969,106,13,764,140,1844,1080,3,1,3,3
f6695790-e613-11ee-b7d1-f1ef6a3a819f-3,N,6,2o+,7,441,,940,1318,209,,1080,347,2607,1527,6,0,7,7
f6695790-e613-11ee-b7d1-f1ef6a3a819f-4,N,6,2o+,5,183,,609,792,212,,829,84,1833,1004,5,0,5,5
f669e590-ea16-11ef-97a2-aba54d89a08e-1,S,6,1o,1,644,,2160,2804,87,,14,,2905,2891,1,0,1,1
f66a1800-ddb2-11ef-bc65-4182676615de-1,S,6,1o,9,144,508,993,1194,175,286,1267,21,2667,1400,9,1,9,9
f66a6670-47bb-11f0-892a-533807951269-1,N,6,1o,4,139,,1172,1276,595,,267,169,1989,1723,3,0,4,4
f66b0d70-875b-11f0-a49e-4d2a51fa09dc-1,S,6,1o,2,148,,1243,1317,310,,502,5,1974,1472,1,0,2,2
f66b3ee0-bced-11f0-b28d-cd258f0957ff-1,N,6,1o,4,265,,4242,4441,105,,2029,73,6548,4519,3,0,4,4
f66c1810-c47d-11ef-a91a-c5a8d8b6b664-1,S,6,1o,1,254,,120,374,230,,321,,925,604,1,0,1,1
f66c23a0-53cc-11ee-9eba-87d086d733fc-4,S,6,2o+,4,569,1223,482,1357,108,37,1043,375,2517,1474,4,1,4,4
f66c2710-58c5-11f0-9d35-d32fad1a8f95-1,S,6,1o,1,253,,959,1212,95,,1024,,2331,1307,1,0,1,1
f66d0fb0-d1f5-11ef-a5ee-391427b08c68-1,N,12,1o,13,263,404,1158,1505,126,95,703,241,2354,1651,11,4,13,13
f66ebd40-a573-11f0-918e-11250639d111-1,S,6,1o,6,137,,476,499,139,,821,,1389,568,1,0,6,6
f66f08e0-3679-11f0-926c-4df61ef355d9-1,N,6,1o,13,422,87,1566,1930,111,127,454,372,2487,2033,11,1,13,13
f66f98c0-2a7e-11f0-8d71-c5cb4e077dc0-1,S,12,1o,4,35,,258,266,51,,497,292,776,279,1,0,4,4
f6709830-154b-11f0-9f43-7f3d0938b50c-1,S,6,1o,3,16,,152,157,151,,316,,523,207,1,0,3,3
f670cf10-1205-11f0-a6ab-81ce8ed4077b-1,S,12,1o,6,385,,811,1197,86,,490,75,1773,1282,6,0,6,6
f670d8c0-0454-11f0-a199-f3542e2121c0-1,N,6,1o,5,154,,534,596,40,,882,,1493,611,2,0,5,5
f670d8c0-0454-11f0-a199-f3542e2121c0-2,N,6,2o+,3,28,,24,34,75,,1038,436,1097,59,1,0,3,3
f670f3b0-5e44-11f0-b865-f3a5e2528eb7-1,S,6,1o,7,62,546,2281,2404,155,220,416,435,2962,2546,5,1,7,7
f671bbb0-88f1-11f0-b5c0-7951374788c3-1,S,6,1o,6,164,367,923,1093,96,430,287,44,1516,1229,4,1,6,6
f671c260-1425-11ee-80b4-11ab17a4295b-2,S,12,2o+,1,74,55,1211,1340,149,83,1031,408,2603,1572,1,1,1,1
f6730880-bc0f-11ef-a6f1-112732bd0554-1,S,12,1o,4,47,278,999,1242,72,73,1270,169,2621,1351,3,3,4,4
f6731ab0-c532-11ef-813b-472c89f29bc4-1,S,6,1o,1,32,621,1686,2339,172,451,681,180,3643,2962,1,1,1,1
f67352c0-bb0c-11f0-ab72-07b5252c3b16-1,N,6,1o,8,230,4270,2137,3139,83,165,505,326,3970,3638,7,2,7,8
f6738b20-b895-11ef-b705-035fe1463329-1,N,6,1o,2,76,108,2573,2718,123,314,349,,3442,3093,1,2,2,2
f6738b20-b895-11ef-b705-035fe1463329-2,N,6,2o+,4,110,574,1899,2268,130,99,971,284,3385,2415,3,2,4,4
f6739bd0-32f6-11ef-9589-ad683dc92681-1,S,12,1o,8,103,319,1127,1392,96,208,1319,,2875,1556,2,6,8,8
f6749e40-7f4a-11ef-9c74-fd3498070b78-2,S,6,2o+,6,169,81,1709,1508,133,159,1009,223,2962,1953,2,2,5,6
f675b1d0-9d69-11ef-a4f3-097dbc354377-1,N,12,1o,10,190,723,1316,1631,186,91,410,363,2226,1817,9,2,10,10
f6766250-4e27-11f0-92dc-0b7cf56ca183-1,N,6,1o,7,135,,2470,2586,69,,586,161,3231,2644,6,0,7,7
f676aaf0-08cf-11f0-b837-f9c419459f2b-1,S,6,1o,1,62,,610,672,553,,462,84,1687,1225,1,0,1,1
f6772c10-2fc6-11ef-a18a-3dd9d16f5147-2,N,6,2o+,2,,,6,6,,,336,,342,6,0,0,2,2
f6772c10-2fc6-11ef-a18a-3dd9d16f5147-3,S,6,2o+,2,,,7,7,,,422,,429,7,0,0,2,2
f677d250-1e9a-11f0-a3f9-775fe21a6c17-1,S,12,1o,2,918,,797,1715,67,,10,,1791,1782,2,0,2,2
f67859d0-3ded-11ee-bc24-e34f60ba1f66-2,S,12,2o+,2,1015,343,2822,4180,131,926,516,323,5752,5236,2,2,2,2
f678fb50-a1e2-11f0-9353-75e3e836d7be-1,S,6,1o,6,261,324,2290,2659,391,186,692,3,3803,3112,6,2,6,6
f6792e00-a867-11f0-8531-d98b17ea861b-1,S,6,1o,3,312,,946,1050,138,,322,,1509,1187,1,0,3,3
f679d870-045f-11f0-bebd-67124d86a5aa-1,N,12,1o,12,307,216,1770,1992,104,118,535,253,2624,2089,8,1,12,12
f67a5fb0-0a28-11f0-909a-3f11b16436cf-1,N,6,1o,1,303,152,1074,1529,524,119,709,172,2881,2172,1,1,1,1
f67a5fb0-0a28-11f0-909a-3f11b16436cf-2,S,6,2o+,4,552,,967,1381,88,,603,371,2050,1448,3,0,4,4
f67a7eb0-6f04-11ef-8f0a-dff1d240fe73-1,S,12,1o,4,665,501,1972,2596,108,126,268,390,3003,2736,3,1,4,4
f67ae420-a2b3-11f0-97cb-5b20cfa82610-1,S,6,1o,2,1241,,1899,2519,91,,586,,3151,2565,1,0,2,2
f67b2a70-6ab0-11ef-839f-2375b58f878f-2,N,6,2o+,1,,,7,7,,,775,,782,7,0,0,1,1
f67cb2e0-85a9-11f0-9ab6-f98169466f44-1,N,6,1o,1,,,1113,1113,94,,427,500,1634,1207,0,0,1,1
f67ccc40-d2a7-11ef-a90c-cd8ef557735c-1,S,12,1o,7,1087,,1733,2665,182,,2470,975,5291,2820,6,0,7,7
f67d2330-908d-11f0-af44-2708ad000561-1,S,6,1o,1,1971,,3714,5685,771,,1,,6457,6456,1,0,1,1
f67d3150-5faf-11ef-a148-33c4aab8f86b-2,S,6,2o+,5,545,424,690,1295,246,138,394,178,1940,1547,4,2,5,5
f67eeaf0-201c-11ee-9417-31fd9f422cfa-2,N,12,2o+,2,,171,628,799,127,94,398,77,1404,1007,0,2,2,2
f67f3020-fde6-11ee-951f-375a667d0732-2,N,12,2o+,4,1155,,1474,1972,101,,376,13,3106,2730,3,0,3,4
f67ff5b0-752b-11f0-9e1f-b982e1e905ed-1,N,6,1o,1,109,201,2652,2962,203,169,513,99,3847,3334,1,1,1,1
f6809770-47c4-11f0-84ae-7f324dfa5ef5-1,N,6,1o,4,266,2451,1047,2472,197,107,560,146,3282,2722,3,2,4,4
f68102a0-2122-11f0-ae4b-f99b0b3f3f10-1,S,6,1o,1,391,140,784,1315,104,75,1316,81,2810,1494,1,1,1,1
f68131b0-9cf4-11ef-b670-9f16dc7e1d81-2,N,6,2o+,9,565,798,1842,2609,189,143,440,2,3216,2825,8,3,9,9
f68131b0-9cf4-11ef-b670-9f16dc7e1d81-3,S,6,2o+,3,253,,1768,1937,100,,459,,2463,2004,2,0,3,3
f6821770-0b52-11f0-9556-9d47182ef4e2-1,N,6,1o,5,1402,102,1328,2470,303,117,238,554,2973,2735,4,1,5,5
f6821770-0b52-11f0-9556-9d47182ef4e2-2,N,6,2o+,4,82,917,1321,1841,137,56,464,452,2435,1971,3,2,4,4
f68243f0-4ea4-11ef-a97b-916f68371c9d-1,S,12,1o,1,87,1822,837,2746,58,20,477,,3301,2824,1,1,1,1
f682cb80-56e1-11ec-a808-b1241ae71a45-4,N,12,2o+,5,139,503,2108,2348,144,516,972,128,3568,2596,5,1,5,5
f6844be0-0fe8-11f0-ab53-6d4525805fe7-1,N,6,1o,2,52,,1314,1366,288,,360,29,2013,1654,2,0,2,2
f6844be0-0fe8-11f0-ab53-6d4525805fe7-2,S,6,2o+,4,53,161,388,481,213,118,407,275,1130,723,4,1,4,4
f68510f0-76a2-11ef-8123-13ea42c2e8a6-1,N,12,1o,2,,,5,5,,,364,,369,5,0,0,2,2
f68598e0-ba1a-11ed-958f-19e33b7cb191-3,N,12,2o+,2,558,,37,577,50,,733,,1359,626,2,0,1,2
f6866260-1ec8-11f0-bb5a-17044f2d530f-1,S,12,1o,13,361,,2297,2370,140,,551,176,3121,2686,9,0,12,13
f686ec20-bc5a-11ee-9b33-c5778fac4867-2,N,12,2o+,13,358,166,1265,1649,135,166,696,245,2505,1809,13,2,13,13
f6871640-13b2-11f0-9427-610061a69281-1,S,6,1o,1,36,147,493,676,49,114,465,,1304,839,1,1,1,1
f6874550-f60e-11ef-8e23-8d9e3b81324e-1,N,6,1o,4,133,,801,900,251,,997,149,2086,1089,3,0,4,4
f6875b30-29e9-11f0-94f8-fbb9301121d2-1,S,6,1o,3,95,117,1221,1355,176,151,1946,239,2879,1581,3,1,3,3
f6875ec0-1cf7-11ed-9488-73af05ca20eb-6,N,6,2o+,4,615,64,564,733,69,114,668,600,1447,779,1,1,4,4
f6875ec0-1cf7-11ed-9488-73af05ca20eb-7,N,6,2o+,1,,,7,7,,,221,,228,7,0,0,1,1
f6893340-9acb-11ef-85fc-a5dee60ae99e-1,S,12,1o,12,517,572,2118,2691,115,127,421,91,3240,2819,10,3,12,12
f68954b0-ce9c-11ef-b1aa-31c877f76063-1,S,6,1o,5,88,362,1812,1937,182,576,296,2,2530,2234,3,1,5,5
f68a4550-ba8c-11f0-bdd9-87c16d83277f-1,N,6,1o,1,36,,1481,1517,79,,72,,1668,1596,1,0,1,1
f68a8ae0-4c98-11f0-a302-f1bb9e013509-1,N,6,1o,5,88,77,1956,2059,124,127,1323,370,3532,2209,5,1,5,5
f68aa2f0-8029-11ef-bb61-65338e597fc3-1,S,12,1o,7,372,,2354,2672,181,,681,768,3412,2828,6,0,7,7
f68ab0c0-0340-11f0-aa07-0de592e10c56-1,S,6,1o,2,,,6,6,,,1041,,1047,6,0,0,2,2
f68c32c0-6ed4-11ef-941e-299b0db56712-1,N,12,1o,10,348,80,1704,1871,129,94,381,191,2577,2176,9,3,9,10
f68cf1e0-8ef1-11f0-994e-e91adf1f8878-1,N,6,1o,1,,,,0,,,,,,,0,0,0,1
f68da350-57c7-11ee-a29a-0d377e907cc8-2,S,12,2o+,1,,,6,6,,,191,,197,6,0,0,1,1
f68dd440-67e0-11ef-a86f-8df6e897fbd3-2,S,6,2o+,2,,,8,8,,,1222,,1230,8,0,0,2,2
f68dde30-4ca9-11ed-a1be-57120c7ddb1e-3,N,12,2o+,11,258,337,1693,2088,111,93,363,194,2602,2239,9,6,11,11
f68defe0-d43f-11ef-82ce-d90e8b931c42-1,N,6,1o,7,126,2362,1471,1899,92,16,245,3,2211,1967,5,1,7,7
f68e4ba0-f04e-11ee-96af-d91508afb018-3,N,6,2o+,6,474,149,492,832,104,78,605,129,1519,914,4,1,6,6
f68e4ba0-f04e-11ee-96af-d91508afb018-4,N,6,2o+,2,27,3144,396,1981,919,23,613,468,3065,2452,1,1,2,2
f68ee040-6aa9-11ee-8d0b-7dcb5d6dd241-2,S,12,2o+,4,38,,2000,2028,69,,648,85,2728,2080,3,0,4,4
f68f8a50-b8bc-11f0-9dc3-45f63f0b3255-1,N,6,1o,2,104,,4017,4069,114,,787,79,4913,4126,1,0,2,2
f68f8f00-a17e-11f0-822f-d7ab8c14c29c-1,S,6,1o,1,59,,155,214,59,,317,285,590,273,1,0,1,1
f68f9750-8700-11ef-90a2-0392553fea66-1,S,12,1o,1,,,6,6,,,940,,946,6,0,0,1,1
f68ff080-617d-11f0-9f9f-49ed50f1df9a-1,N,6,1o,3,257,161,193,472,59,122,619,205,1211,592,2,2,3,3
f69004c0-3410-11f0-a3be-6b00b6ed33f1-1,S,6,1o,13,412,288,1879,894,78,64,514,175,2925,2411,4,2,5,13
f6904cb0-5dae-11f0-9043-a3edc76982e2-1,S,6,1o,5,228,34,2454,2689,105,135,708,418,3528,2821,5,1,5,5
f690c1c0-9b34-11ed-b52e-87d4cb74a502-3,N,12,2o+,5,377,,1151,1529,98,,1162,142,2788,1626,5,0,5,5
f6918ab0-a577-11f0-9c45-dba7f9af490f-1,S,6,1o,2,324,,1764,2087,120,,808,277,3015,2207,2,0,2,2
f691c4c0-b0db-11f0-9c27-cb3d642175df-1,S,6,1o,2,52,1578,2907,3722,188,41,898,8,4734,3837,1,1,2,2
f6932110-2b54-11f0-972a-3105bc441b7f-1,N,6,1o,3,471,,732,1204,97,,366,14,1667,1301,3,0,3,3
f6932110-2b54-11f0-972a-3105bc441b7f-2,S,6,2o+,3,79,,1048,1101,142,,193,10,1436,1243,2,0,3,3
f69328d0-8808-11ef-aaad-47b475fdaf2b-1,N,12,1o,7,100,,1842,1899,80,,235,637,2202,1967,4,0,7,7
f693ec30-985b-11ef-a816-175d5b1392ab-1,S,12,1o,12,170,154,2482,2690,190,138,378,166,3293,2915,12,3,12,12
f6940830-8fd4-11ef-a5f5-cf2d4b510088-1,S,12,1o,6,102,50,2155,2231,83,8,459,266,2771,2312,4,1,6,6
f6947f70-7901-11ef-90a6-253dd849e08a-1,N,12,1o,1,,,7,7,,,516,,523,7,0,0,1,1
f69754b0-bf6c-11ee-85ac-7f51ec3d35f6-4,N,6,2o+,1,,,2223,2223,,,337,7,2560,2223,0,0,1,1
f697be40-db15-11ee-b337-1b5b2dc5054e-2,N,12,2o+,1,,,,0,,,,,,,0,0,0,1
f697e190-0159-11ee-8593-5982240565e0-5,N,6,2o+,3,,,8,8,,,1060,,1068,8,0,0,3,3
f69831b0-745b-11ef-b39a-430d84de9ee2-1,N,12,1o,3,360,159,1751,2164,104,97,750,536,3051,2301,3,1,3,3
f69886f0-8d61-11ef-bb25-b758da91cb25-1,N,12,1o,3,241,,406,648,70,,260,64,977,717,3,0,3,3
f6993d30-f05c-11ef-b107-03378b6fdf5e-1,S,6,1o,2,117,251,885,1253,54,101,629,183,2036,1408,2,2,2,2
f6994e50-a4db-11ef-8565-bb1f402d3f50-1,N,12,1o,7,63,347,1389,1474,579,82,453,,2435,1982,4,1,7,7
f6995ca0-991a-11ef-875f-25d2ce140d29-2,N,6,2o+,6,87,109,2534,2610,52,208,983,234,3662,2680,4,1,6,6
f6995ca0-991a-11ef-875f-25d2ce140d29-3,N,6,2o+,4,74,,642,697,82,,355,264,1114,759,3,0,4,4
f6996480-a8f0-11ef-80be-c9bf55c6ff38-1,S,12,1o,23,325,231,1805,1719,408,94,553,245,2971,2418,14,3,19,23
f69ab660-4e2b-11f0-aa77-4d8f5aa5d4d6-1,S,6,1o,1,,,6,6,,,679,,685,6,0,0,1,1
f69b9ee0-d036-11ef-9103-411e853cdc96-1,S,12,1o,3,152,794,1281,1963,175,153,785,366,3025,2240,3,2,3,3
f69d75b0-a0f9-11ef-9631-c7076b425176-1,S,12,1o,2,300,500,1627,2177,76,133,417,,2736,2319,2,1,2,2
f69da2f0-928f-11f0-a66b-db84550a16c2-1,N,6,1o,5,30,,604,610,65,,449,,1072,623,1,0,5,5
f69ecf90-982c-11ee-b083-970bd3f980bb-3,S,6,2o+,6,235,1577,893,1312,168,233,848,417,2340,1491,4,1,6,6
f69fd500-e247-11ef-9303-35fdcfa3c31a-1,N,6,1o,13,380,1228,1733,2119,134,11,375,45,2598,2223,10,1,13,13
f69fd500-e247-11ef-9303-35fdcfa3c31a-2,N,6,2o+,8,522,,1531,1988,163,,503,77,2634,2131,7,0,8,8
f69fe930-ba80-11ef-8c60-493bd41c303d-1,S,6,1o,2,42,94,467,302,143,20,427,,1193,766,1,1,1,2
f6a035b0-259a-11ee-ae48-4d33d18e3828-4,N,6,2o+,3,260,110,1887,2257,89,224,617,4,3187,2570,3,3,3,3
f6a035b0-259a-11ee-ae48-4d33d18e3828-5,S,6,2o+,3,1487,444,1856,3491,107,264,504,173,4190,3686,3,1,3,3
f6a06620-9b0a-11ef-b358-63b5e45834cb-1,N,12,1o,5,1218,2589,1777,3026,118,105,734,306,3852,3118,3,1,5,5
f6a0a5f0-def2-11ef-bc2a-bf5e510024c5-1,S,6,1o,4,442,29,1272,1610,302,304,528,57,2441,1913,3,1,4,4
f6a0d390-b0bc-11ef-ad2e-cfa14423807a-1,S,12,1o,22,438,551,1034,1368,91,112,246,150,1683,1437,13,3,22,22
f6a10eb0-604a-11ed-8b8d-591182ec55f2-3,N,12,2o+,16,836,,1787,2466,303,,887,196,3598,2712,13,0,16,16
f6a23810-4636-11f0-aaef-d38abac9a44a-1,N,6,1o,6,358,295,1879,2275,177,194,961,252,3448,2487,5,2,6,6
f6a26050-87e2-11ef-b964-21a40990d0d3-1,S,12,1o,16,234,179,1921,2173,277,81,627,213,2257,2465,15,3,16,16
f6a2a580-178c-11f0-b1ea-25a3cb9596ca-1,N,12,1o,3,39,,22,47,70,,1246,,1363,117,3,0,1,3
f6a32d30-1747-11ee-975f-dfa152cbc8ac-2,S,12,2o+,17,158,750,1174,1446,101,481,335,249,1966,1631,15,3,17,17
f6a50f90-716a-11f0-881a-a1d7edd1edab-1,S,6,1o,12,803,645,1753,2717,496,568,658,337,4013,3355,12,3,12,12
f6a61e80-8f58-11ee-a1f4-0fb0b1ce0e8f-4,N,6,2o+,2,,,,0,,,,,,,0,0,0,2
f6a69850-76c6-11ef-b40b-5b2662a4e077-2,S,6,2o+,1,318,68,2587,2973,169,173,3329,235,6644,3315,1,1,1,1
f6a6d400-50f6-11ef-8957-7394a69b8e4e-1,S,12,1o,3,58,263,2536,2682,240,526,908,160,4004,3097,3,1,3,3
f6a75630-4914-11ef-8e65-1d1e74cd6dd8-1,S,12,1o,2,520,388,2408,2862,426,133,1189,343,4327,3138,1,1,2,2
f6a7fe50-0133-11f0-b6b4-dbb83c65db05-1,N,12,1o,5,139,150,1160,1301,165,217,228,185,1704,1476,4,1,5,5
f6a82410-21ac-11ee-8552-0b4affb4b034-2,S,12,2o+,8,,,24,12,,,650,,674,24,0,0,4,8
f6a88e90-a280-11ef-bfc3-417183ea1ac3-1,S,12,1o,1,175,,1877,2052,76,,859,3,2987,2128,1,0,1,1
f6a912f0-712c-11ef-9e85-9528bd2f5167-2,N,6,2o+,3,389,,1688,1947,64,,557,14,2568,2012,2,0,3,3
f6a912f0-712c-11ef-9e85-9528bd2f5167-3,N,6,2o+,1,165,,1103,1268,61,,632,,1961,1329,1,0,1,1
f6a97630-df0b-11ef-a7f4-bfc508eb43e3-1,S,12,1o,1,69,658,29,756,369,22,918,,2065,1147,1,1,1,1
f6a9ec30-fe98-11ef-8385-93ba146b4968-1,N,12,1o,9,296,,1640,1936,76,,1581,227,3593,2012,9,0,9,9
f6ab91d0-79c6-11f0-bb9e-b534f153016b-1,N,6,1o,3,69,,2647,2693,92,,369,182,3123,2754,2,0,3,3
f6ac3fb0-710a-11ef-a5da-218732a647b6-1,S,12,1o,17,387,149,2903,3049,256,121,525,209,4026,3501,12,5,16,17
f6ad8d90-e2d3-11ee-815f-67c7d812e586-2,S,12,2o+,2,692,,846,1538,156,,233,,1926,1693,2,0,2,2
f6adbdc0-50dd-11ee-9bc3-f991eca15ed2-2,N,12,2o+,4,418,2499,1443,2381,61,129,289,106,2748,2459,3,1,4,4
f6ae26f0-a2a4-11f0-a464-dd4632101711-1,S,6,1o,1,112,,192,304,547,,782,352,1633,851,1,0,1,1
f6ae4690-2900-11ef-867f-89027137bff9-1,N,12,1o,9,255,,1898,2097,196,,603,119,2852,2249,7,0,9,9
f6ae4e70-f9b5-11ef-89c0-172493d0a322-1,N,12,1o,2,247,,1729,1976,240,,1324,145,3540,2216,2,0,2,2
f6af2320-0ccc-11f0-939a-19be3faf10ba-1,S,12,1o,11,444,252,872,1361,275,102,438,5320,2053,1655,11,2,11,11
f6aff1f0-b9d2-11ed-a5cc-833ded8af40b-3,S,12,2o+,14,339,193,624,822,54,138,961,88,1829,868,7,2,14,14
f6b09850-98d1-11ef-8ac9-9b9ee726bba6-2,S,6,2o+,6,248,,365,447,138,,398,,891,493,2,0,6,6
f6b22100-d28f-11ef-a86a-2bde88d56447-1,S,6,1o,6,253,461,1547,1828,295,163,778,958,2807,2029,3,2,6,6
f6b3e790-d7e6-11ef-bbad-f373b675079b-1,N,12,1o,1,,,725,725,51,,1122,,1795,673,0,0,1,1
f6b3f4f0-4043-11ef-b692-5db2c87b3e45-1,N,12,1o,4,255,238,1331,1700,219,101,722,80,2637,1915,3,3,4,4
f6b41d20-9100-11ed-bb6b-874eabf02645-3,S,12,2o+,5,148,137,2151,2354,116,133,326,894,2849,2523,5,2,5,5
f6b477d0-cea6-11ef-8bc8-535554cc5836-1,N,12,1o,8,527,211,1410,1884,217,188,370,713,2487,2117,6,3,8,8
f6b5d8e0-ef8b-11ef-8d01-955d6dcc982a-1,N,6,1o,2,168,,1143,1310,129,,1465,,2904,1439,2,0,2,2
f6b5d8e0-ef8b-11ef-8d01-955d6dcc982a-2,N,6,2o+,3,373,,1540,1789,56,,591,113,2417,1826,2,0,3,3
f6b6d050-71b5-11ef-a1eb-755f0a9da49b-1,S,12,1o,15,291,280,1627,1894,132,120,537,355,2563,2025,8,6,15,15
f6b804d0-dd4d-11ef-8c2a-57925b368878-1,N,6,1o,16,251,168,2257,2497,83,67,740,54,3310,2571,14,2,16,16
f6b804d0-dd4d-11ef-8c2a-57925b368878-2,N,6,2o+,10,383,757,2021,2441,68,308,604,59,3144,2540,9,1,10,10
f6b84290-f61d-11ef-be78-9172d9aa5d60-1,N,12,1o,3,75,,661,466,47,,252,216,997,745,1,0,2,3
f6b8db90-e2a3-11ed-8996-7f93f412ef1c-5,N,6,2o+,1,,,7,7,,,199,,206,7,0,0,1,1
f6b8db90-e2a3-11ed-8996-7f93f412ef1c-6,N,6,2o+,2,,,9,9,,,428,,437,9,0,0,2,2
f6b8f520-30d1-11f0-86da-e9fabfdf126e-1,S,6,1o,1,12,140,1467,1619,104,261,399,48,2383,1984,1,1,1,1
f6b92390-9005-11f0-9f26-9fd720a5e995-1,S,6,1o,6,271,103,530,773,106,8,1200,63,2063,863,5,1,6,6
f6b9f3a0-acaf-11ee-a259-957d3d1b181f-2,N,12,2o+,4,171,120,1624,1333,99,92,550,188,2424,1874,2,1,3,4
f6ba0ba0-8761-11ef-9808-81982e85aecc-1,S,12,1o,7,575,118,1940,2467,114,98,513,260,3122,2609,6,2,7,7
f6ba3c40-3735-11f0-810b-8d0f38c38b4b-1,N,6,1o,2,45,199,7659,7803,111,143,414,369,8399,7985,2,1,2,2
f6ba5e10-0c19-11f0-ac7b-9340d569e5ba-1,N,12,1o,7,518,98,1287,1685,104,440,626,138,2512,1885,5,2,7,7
f6ba9a10-e275-11ef-aa92-33c9b4f487b4-1,N,6,1o,9,544,95,2012,2566,263,110,388,174,3229,2841,9,1,9,9
f6bc3320-195c-11f0-981a-1b57ce39e259-1,S,12,1o,5,309,219,979,1402,105,130,498,224,2087,1590,4,4,5,5
f6bc4280-4c46-11f0-9bfc-dd11b0a6b2ef-1,N,6,1o,7,249,389,1233,1650,135,346,332,384,2265,1933,7,3,7,7
f6bca4e0-5d48-11ed-bafd-9bd2f9f27a9e-3,S,12,2o+,1,1247,,907,2154,100,,420,172,2674,2254,1,0,1,1
f6bcb000-c9d6-11ef-99a4-c12eb6899980-1,S,6,1o,2,25,816,158,591,118,84,246,88,996,750,2,1,2,2
f6be7230-4e03-11f0-b3de-9d3d1df12cd6-1,N,6,1o,12,371,,1274,1644,138,,1090,154,2873,1782,12,0,12,12
f6beffc0-3482-11ef-82ae-4b0442206dea-1,S,12,1o,11,497,1001,2247,2835,110,134,2360,256,5317,2957,11,1,11,11
f6bf5760-640e-11f0-b3dc-21dc98cba5bc-1,N,6,1o,8,815,1868,904,1443,210,113,837,14,2373,1536,3,1,8,8
f6c020d0-5cb0-11ee-9806-8d9a07055b4d-2,S,12,2o+,1,3645,356,3537,7538,71,154,383,,8146,7763,1,1,1,1
f6c03160-3f7c-11ef-b7fa-e729e6965ff5-1,S,12,1o,7,249,172,1319,1439,172,45,559,440,2079,1521,2,2,7,7
f6c2df20-907e-11ef-bc6d-73221d7ae2fc-1,N,12,1o,8,,,23,23,124,,2629,77,2667,38,0,0,8,8
f6c46b30-c52a-11ee-bb19-0189a0284385-2,S,12,2o+,3,41,613,624,1278,49,59,1250,,2636,1386,3,3,3,3
f6c703e0-8343-11ef-97e0-436df51e2c47-1,S,12,1o,15,465,147,1526,1970,125,337,469,124,2587,2117,14,1,15,15
f6c74e90-7ce4-11f0-a93a-4703400d19d1-1,S,6,1o,4,361,,958,1229,108,,376,260,1686,1310,3,0,4,4
f6c84ec0-f04b-11ee-852b-6b92d289faf3-2,N,12,2o+,24,687,1222,1622,2404,145,260,325,264,3019,2464,19,6,23,24
f6c85450-8d1c-11f0-857a-0d7b78447a2a-1,N,6,1o,1,122,,2332,2454,69,,1844,,4367,2523,1,0,1,1
f6c8c150-9e66-11f0-9bd5-8d7d4f7ca838-1,N,6,1o,2,1058,,301,830,50,,495,149,1350,855,1,0,2,2
f6c8d9b0-f051-11ef-bca9-df3b8fb8a91a-1,N,12,1o,23,471,5691,1467,2144,144,24,557,248,2834,2277,21,1,23,23
f6c939f0-066d-11f0-8e9b-e15bfb65629d-1,S,12,1o,8,645,,1023,1265,103,,262,,1565,1304,3,0,8,8
f6c95590-7755-11ef-8793-4700622a772c-1,N,12,1o,21,495,819,2329,2761,86,192,1031,288,3871,2841,15,2,21,21
f6c95c60-af63-11f0-b623-2d0112970410-1,N,6,1o,1,212,,615,827,270,,276,416,1373,1097,1,0,1,1
f6c9ef90-a18b-11ef-9a24-0bfa90b4bf82-1,S,12,1o,3,312,,3349,3557,133,,534,190,4179,3645,2,0,3,3
f6cab270-a205-11ef-8302-61a9ecfa8790-1,N,12,1o,7,421,341,2622,3140,78,114,543,228,3795,3251,7,2,7,7
